Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Coriander,Whole Year ,Karnataka,7415.0,4002,1164.1,1060641.6,667.35,0.549545455
Dry chillies,Rabi       ,Karnataka,5903.0,10002,1164.1,844365.12,531.27,1.681111111
Dry chillies,Summer     ,Karnataka,7225.0,23701,1164.1,1033464.0,650.25,3.233076923
Garlic,Whole Year ,Karnataka,5625.0,12378,1164.1,804600.0,506.25,2.644285714
Jowar,Summer     ,Karnataka,4882.0,11110,1164.1,698321.28,439.38,2.2125
Linseed,Rabi       ,Karnataka,13549.0,5112,1164.1,1938048.96,1219.41,0.4
Maize,Summer     ,Karnataka,27868.0,87643,1164.1,3986238.72,2508.12,3.073928571
Mesta,Whole Year ,Karnataka,1146.0,1617,1164.1,163923.84,103.14,1.636
Moong(Green Gram),Rabi       ,Karnataka,8293.0,2120,1164.1,1186230.72,746.37,0.267857143
Niger seed,Kharif     ,Karnataka,25337.0,8678,1164.1,3624204.48,2280.33,0.3416
Onion,Summer     ,Karnataka,3775.0,20587,1164.1,539976.0,339.75,5.57952381
Other  Rabi pulses,Rabi       ,Karnataka,30396.0,8896,1164.1,4347843.84,2735.64,0.290714286
Potato,Kharif     ,Karnataka,67728.0,128436,1164.1,9687813.12,6095.52,2.449411765
Ragi,Rabi       ,Karnataka,34210.0,47819,1164.1,4893398.4,3078.9,1.6925
Ragi,Summer     ,Karnataka,8970.0,17809,1164.1,1283068.8,807.3,1.926
Rapeseed &Mustard,Rabi       ,Karnataka,4573.0,1836,1164.1,654121.92,411.57,0.3875
Rice,Rabi       ,Karnataka,40982.0,89072,1164.1,5862065.28,3688.38,2.514166667
Safflower,Rabi       ,Karnataka,73376.0,59954,1164.1,10495703.04,6603.84,0.772857143
Sannhamp,Whole Year ,Karnataka,266.0,66,1164.1,38048.64,23.94,0.243333333
Sesamum,Kharif     ,Karnataka,56234.0,28745,1164.1,8043711.36,5061.06,0.50962963
Sunflower,Summer     ,Karnataka,42201.0,33674,1164.1,6036431.04,3798.09,0.857619048
Turmeric,Whole Year ,Karnataka,14159.0,67404,1164.1,2025303.36,1274.31,4.191052632
Urad,Rabi       ,Karnataka,10540.0,4588,1164.1,1507641.6,948.6,0.43
Arecanut,Whole Year ,Tamil Nadu,5612.0,11061,1201.9,802740.48,505.08,1.708333333
Arhar/Tur,Whole Year ,Tamil Nadu,27483.0,16703,1201.9,3931168.32,2473.47,0.606923077
Bajra,Whole Year ,Tamil Nadu,56672.0,84021,1201.9,8106362.88,5100.48,2.5968
Black pepper,Whole Year ,Tamil Nadu,3122.0,716,1201.9,446570.88,280.98,0.155
Cardamom,Whole Year ,Tamil Nadu,4051.0,370,1201.9,579455.04,364.59,0.094
Castor seed,Whole Year ,Tamil Nadu,5523.0,1702,1201.9,790009.92,497.07,0.322222222
Coriander,Whole Year ,Tamil Nadu,14139.0,4815,1201.9,2022442.56,1272.51,0.357826087
Dry chillies,Whole Year ,Tamil Nadu,65412.0,32924,1201.9,9356532.48,5887.08,0.651290323
Garlic,Whole Year ,Tamil Nadu,351.0,2067,1201.9,50207.04,31.59,5.76
Gram,Whole Year ,Tamil Nadu,6852.0,4355,1201.9,980110.08,616.68,0.534761905
Horse-gram,Whole Year ,Tamil Nadu,44749.0,21052,1201.9,6400896.96,4027.41,0.459230769
Rapeseed &Mustard,Whole Year ,Tamil Nadu,257.0,63,1201.9,36761.28,23.13,0.282222222
Sesamum,Whole Year ,Tamil Nadu,63693.0,32242,1201.9,9110646.72,5732.37,0.467777778
Small millets,Kharif     ,Tamil Nadu,33512.0,25697,1201.9,4793556.48,3016.08,1.742
Sunflower,Whole Year ,Tamil Nadu,25755.0,34356,1201.9,3683995.2,2317.95,1.768571429
Tobacco,Whole Year ,Tamil Nadu,5379.0,8214,1201.9,769412.16,484.11,1.593333333
Turmeric,Whole Year ,Tamil Nadu,29875.0,172334,1201.9,4273320.0,2688.75,5.326296296
Arecanut,Kharif     ,Puducherry,61.0,77,1434.5875,9505.02,10.37,1.26
Bajra,Kharif     ,Puducherry,29.0,49,1434.5875,4518.78,4.93,1.69
Bajra,Summer     ,Puducherry,31.0,62,1434.5875,4830.42,5.27,2.0
Black pepper,Kharif     ,Puducherry,12.0,8,1434.5875,1869.84,2.04,0.67
Cashewnut,Kharif     ,Puducherry,171.0,146,1434.5875,26645.22,29.07,0.903333333
Coriander,Rabi       ,Puducherry,6.0,3,1434.5875,934.92,1.02,0.5
Cotton(lint),Summer     ,Puducherry,10.0,8,1434.5875,1558.2,1.7,0.89
Dry chillies,Kharif     ,Puducherry,1.0,1,1434.5875,155.82,0.17,1.0
Dry chillies,Rabi       ,Puducherry,1.0,1,1434.5875,155.82,0.17,1.0
Dry chillies,Summer     ,Puducherry,4.0,4,1434.5875,623.28,0.68,1.0
Groundnut,Kharif     ,Puducherry,25.0,47,1434.5875,3895.5,4.25,1.88
Groundnut,Rabi       ,Puducherry,374.0,796,1434.5875,58276.68,63.58,1.575
Groundnut,Summer     ,Puducherry,39.0,78,1434.5875,6076.98,6.63,1.525
Jowar,Kharif     ,Puducherry,6.0,9,1434.5875,934.92,1.02,1.5
Moong(Green Gram),Rabi       ,Puducherry,4.0,2,1434.5875,623.28,0.68,0.5
Moong(Green Gram),Summer     ,Puducherry,1060.0,92,1434.5875,165169.2,180.2,0.346666667
Other  Rabi pulses,Rabi       ,Puducherry,2.0,2,1434.5875,311.64,0.34,1.0
Other  Rabi pulses,Summer     ,Puducherry,1.0,1,1434.5875,155.82,0.17,1.0
Other Kharif pulses,Kharif     ,Puducherry,3.0,2,1434.5875,467.46,0.51,0.67
Ragi,Kharif     ,Puducherry,12.0,29,1434.5875,1869.84,2.04,1.775
Ragi,Rabi       ,Puducherry,5.0,11,1434.5875,779.1,0.85,2.2
Ragi,Summer     ,Puducherry,17.0,51,1434.5875,2648.94,2.89,3.0
Rice,Kharif     ,Puducherry,4650.0,13501,1434.5875,724563.0,790.5,2.893333333
Rice,Rabi       ,Puducherry,11178.0,25378,1434.5875,1741755.96,1900.26,2.903333333
Rice,Summer     ,Puducherry,5098.0,13451,1434.5875,794370.36,866.66,1.965
Sesamum,Kharif     ,Puducherry,5.0,3,1434.5875,779.1,0.85,0.6
Sesamum,Rabi       ,Puducherry,18.0,13,1434.5875,2804.76,3.06,0.72
Sesamum,Summer     ,Puducherry,224.0,211,1434.5875,34903.68,38.08,0.62
Small millets,Kharif     ,Puducherry,1.0,1,1434.5875,155.82,0.17,1.0
Sunflower,Kharif     ,Puducherry,1.0,1,1434.5875,155.82,0.17,1.0
Sweet potato,Kharif     ,Puducherry,1.0,0,1434.5875,155.82,0.17,0.0
Turmeric,Kharif     ,Puducherry,3.0,0,1434.5875,467.46,0.51,0.0
Turmeric,Rabi       ,Puducherry,3.0,5,1434.5875,467.46,0.51,1.67
Urad,Kharif     ,Puducherry,31.0,10,1434.5875,4830.42,5.27,0.32
Urad,Rabi       ,Puducherry,93.0,58,1434.5875,14491.26,15.81,0.52
Urad,Summer     ,Puducherry,874.0,101,1434.5875,136186.68,148.58,0.626666667
Arecanut,Whole Year ,Andhra Pradesh,386.0,198,711.0,60146.52,65.62,0.855
Arhar/Tur,Rabi       ,Andhra Pradesh,24895.0,13266,711.0,3879138.9,4232.15,0.52
Bajra,Kharif     ,Andhra Pradesh,33411.0,43471,711.0,5206102.02,5679.87,1.3
Bajra,Rabi       ,Andhra Pradesh,11938.0,9884,711.0,1860179.16,2029.46,1.296363636
Coriander,Whole Year ,Andhra Pradesh,37468.0,20605,711.0,5838263.76,6369.56,0.695625
Dry chillies,Rabi       ,Andhra Pradesh,50066.0,191016,711.0,7801284.12,8511.22,3.595
Garlic,Whole Year ,Andhra Pradesh,530.0,1565,711.0,82584.6,90.1,2.556666667
Ginger,Whole Year ,Andhra Pradesh,2317.0,16674,711.0,361034.94,393.89,5.49625
Horse-gram,Kharif     ,Andhra Pradesh,20162.0,13170,711.0,3141642.84,3427.54,0.6
Horse-gram,Rabi       ,Andhra Pradesh,39303.0,23512,711.0,6124193.46,6681.51,0.508571429
Linseed,Rabi       ,Andhra Pradesh,673.0,100,711.0,104866.86,114.41,0.155
Niger seed,Kharif     ,Andhra Pradesh,7663.0,2632,711.0,1194048.66,1302.71,0.376666667
Other  Rabi pulses,Rabi       ,Andhra Pradesh,2666.0,2314,711.0,415416.12,453.22,0.59
Other Kharif pulses,Kharif     ,Andhra Pradesh,2814.0,1269,711.0,438477.48,478.38,0.438
Ragi,Kharif     ,Andhra Pradesh,38906.0,41951,711.0,6062332.92,6614.02,1.08
Ragi,Rabi       ,Andhra Pradesh,6322.0,11751,711.0,985094.04,1074.74,1.824545455
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,4309.0,2576,711.0,671428.38,732.53,0.3125
Safflower,Rabi       ,Andhra Pradesh,14273.0,6079,711.0,2224018.86,2426.41,0.4325
Sesamum,Kharif     ,Andhra Pradesh,47184.0,9335,711.0,7352210.88,8021.28,0.200952381
Sesamum,Rabi       ,Andhra Pradesh,43286.0,11397,711.0,6744824.52,7358.62,0.2655
Small millets,Kharif     ,Andhra Pradesh,24322.0,8590,711.0,3789854.04,4134.74,0.461818182
Small millets,Rabi       ,Andhra Pradesh,1114.0,1004,711.0,173583.48,189.38,0.745
Wheat,Rabi       ,Andhra Pradesh,9872.0,10319,711.0,1538255.04,1678.24,0.95
Bajra,Rabi       ,Karnataka,124.0,138,1321.0,19321.68,21.08,0.945
Bajra,Summer     ,Karnataka,754.0,707,1321.0,117488.28,128.18,0.935
Black pepper,Whole Year ,Karnataka,19706.0,73143,1321.0,3070588.92,3350.02,3.701538462
Cardamom,Whole Year ,Karnataka,19178.0,1267,1321.0,2988315.96,3260.26,0.085
Cashewnut,Whole Year ,Karnataka,63314.0,48008,1321.0,9865587.48,10763.38,0.764545455
Castor seed,Kharif     ,Karnataka,17829.0,11525,1321.0,2778114.78,3030.93,0.645909091
Coriander,Whole Year ,Karnataka,6580.0,3224,1321.0,1025295.6,1118.6,0.498095238
Dry chillies,Rabi       ,Karnataka,6354.0,18944,1321.0,990080.28,1080.18,2.896071429
Dry chillies,Summer     ,Karnataka,6605.0,30415,1321.0,1029191.1,1122.85,4.545416667
Garlic,Whole Year ,Karnataka,4698.0,6603,1321.0,732042.36,798.66,1.794615385
Jowar,Summer     ,Karnataka,5973.0,8824,1321.0,930712.86,1015.41,1.498461538
Linseed,Rabi       ,Karnataka,12456.0,3657,1321.0,1940893.92,2117.52,0.333333333
Maize,Summer     ,Karnataka,28341.0,77530,1321.0,4416094.62,4817.97,2.839642857
Mesta,Whole Year ,Karnataka,1300.0,1885,1321.0,202566.0,221.0,1.324
Moong(Green Gram),Rabi       ,Karnataka,8958.0,2349,1321.0,1395835.56,1522.86,0.28
Niger seed,Kharif     ,Karnataka,26380.0,9250,1321.0,4110531.6,4484.6,0.33375
Other  Rabi pulses,Rabi       ,Karnataka,33735.0,9510,1321.0,5256587.7,5734.95,0.293448276
Potato,Kharif     ,Karnataka,28305.0,175087,1321.0,4410485.1,4811.85,6.492666667
Ragi,Rabi       ,Karnataka,27562.0,44924,1321.0,4294710.84,4685.54,1.834285714
Ragi,Summer     ,Karnataka,7984.0,14970,1321.0,1244066.88,1357.28,1.778
Rapeseed &Mustard,Rabi       ,Karnataka,5116.0,1493,1321.0,797175.12,869.72,0.29
Rice,Rabi       ,Karnataka,37747.0,84636,1321.0,5881737.54,6416.99,2.416666667
Safflower,Rabi       ,Karnataka,67924.0,51941,1321.0,10583917.68,11547.08,0.694
Sannhamp,Whole Year ,Karnataka,282.0,70,1321.0,43941.24,47.94,0.163333333
Small millets,Kharif     ,Karnataka,26682.0,13089,1321.0,4157589.24,4535.94,0.4905
Sunflower,Summer     ,Karnataka,28543.0,24563,1321.0,4447570.26,4852.31,0.95952381
Turmeric,Whole Year ,Karnataka,17873.0,89932,1321.0,2784970.86,3038.41,4.762941176
Urad,Rabi       ,Karnataka,9092.0,3548,1321.0,1416715.44,1545.64,0.372307692
Arecanut,Whole Year ,Tamil Nadu,5456.0,10437,928.5,850153.92,927.52,1.605
Arhar/Tur,Whole Year ,Tamil Nadu,26558.0,20274,928.5,4138267.56,4514.86,0.709615385
Bajra,Whole Year ,Tamil Nadu,54427.0,82652,928.5,8480815.14,9252.59,1.649615385
Black pepper,Whole Year ,Tamil Nadu,2790.0,643,928.5,434737.8,474.3,0.153846154
Cardamom,Whole Year ,Tamil Nadu,3650.0,330,928.5,568743.0,620.5,0.058461538
Castor seed,Whole Year ,Tamil Nadu,4896.0,1521,928.5,762894.72,832.32,0.313703704
Coriander,Whole Year ,Tamil Nadu,15977.0,6315,928.5,2489536.14,2716.09,0.355416667
Dry chillies,Whole Year ,Tamil Nadu,58476.0,31230,928.5,9111730.32,9940.92,0.629032258
Garlic,Whole Year ,Tamil Nadu,330.0,1954,928.5,51420.6,56.1,4.256
Gram,Whole Year ,Tamil Nadu,7432.0,4542,928.5,1158054.24,1263.44,0.523
Horse-gram,Whole Year ,Tamil Nadu,47231.0,21816,928.5,7359534.42,8029.27,0.4292
Rapeseed &Mustard,Whole Year ,Tamil Nadu,262.0,62,928.5,40824.84,44.54,0.167777778
Sesamum,Whole Year ,Tamil Nadu,62677.0,29021,928.5,9766330.14,10655.09,0.413448276
Small millets,Kharif     ,Tamil Nadu,33141.0,31244,928.5,5164030.62,5633.97,0.932173913
Sunflower,Whole Year ,Tamil Nadu,14268.0,18975,928.5,2223239.76,2425.56,1.448518519
Tobacco,Whole Year ,Tamil Nadu,7051.0,10741,928.5,1098686.82,1198.67,1.407857143
Turmeric,Whole Year ,Tamil Nadu,33366.0,169071,928.5,5199090.12,5672.22,5.103076923
Arecanut,Kharif     ,Puducherry,60.0,78,1434.5875,9966.6,14.4,1.3
Bajra,Kharif     ,Puducherry,29.0,68,1434.5875,4817.19,6.96,2.34
Bajra,Summer     ,Puducherry,5.0,11,1434.5875,830.55,1.2,2.2
Black pepper,Kharif     ,Puducherry,11.0,6,1434.5875,1827.21,2.64,0.55
Cashewnut,Kharif     ,Puducherry,173.0,131,1434.5875,28737.03,41.52,0.713333333
Cotton(lint),Summer     ,Puducherry,5.0,5,1434.5875,830.55,1.2,1.0
Dry chillies,Kharif     ,Puducherry,1.0,1,1434.5875,166.11,0.24,1.0
Dry chillies,Rabi       ,Puducherry,3.0,4,1434.5875,498.33,0.72,1.33
Dry chillies,Summer     ,Puducherry,2.0,2,1434.5875,332.22,0.48,1.0
Groundnut,Kharif     ,Puducherry,25.0,48,1434.5875,4152.75,6.0,1.92
Groundnut,Rabi       ,Puducherry,312.0,621,1434.5875,51826.32,74.88,1.99
Groundnut,Summer     ,Puducherry,79.0,147,1434.5875,13122.69,18.96,1.555
Moong(Green Gram),Kharif     ,Puducherry,1.0,1,1434.5875,166.11,0.24,1.0
Moong(Green Gram),Rabi       ,Puducherry,15.0,9,1434.5875,2491.65,3.6,0.77
Moong(Green Gram),Summer     ,Puducherry,1477.0,691,1434.5875,245344.47,354.48,0.613333333
Other  Rabi pulses,Rabi       ,Puducherry,23.0,19,1434.5875,3820.53,5.52,0.615
Other  Rabi pulses,Summer     ,Puducherry,2.0,2,1434.5875,332.22,0.48,1.0
Other Kharif pulses,Kharif     ,Puducherry,1.0,1,1434.5875,166.11,0.24,1.0
Ragi,Kharif     ,Puducherry,14.0,29,1434.5875,2325.54,3.36,1.575
Ragi,Rabi       ,Puducherry,1.0,2,1434.5875,166.11,0.24,2.0
Ragi,Summer     ,Puducherry,8.0,20,1434.5875,1328.88,1.92,2.5
Rice,Kharif     ,Puducherry,4384.0,12602,1434.5875,728226.24,1052.16,2.673333333
Rice,Rabi       ,Puducherry,10920.0,26585,1434.5875,1813921.2,2620.8,3.446666667
Rice,Summer     ,Puducherry,4710.0,12773,1434.5875,782378.1,1130.4,2.7
Sesamum,Kharif     ,Puducherry,5.0,4,1434.5875,830.55,1.2,0.8
Sesamum,Rabi       ,Puducherry,15.0,12,1434.5875,2491.65,3.6,0.8
Sesamum,Summer     ,Puducherry,111.0,89,1434.5875,18438.21,26.64,0.655
Sunflower,Kharif     ,Puducherry,1.0,1,1434.5875,166.11,0.24,1.0
Turmeric,Kharif     ,Puducherry,4.0,6,1434.5875,664.44,0.96,1.5
Urad,Kharif     ,Puducherry,22.0,17,1434.5875,3654.42,5.28,0.77
Urad,Rabi       ,Puducherry,189.0,206,1434.5875,31394.79,45.36,1.09
Urad,Summer     ,Puducherry,916.0,374,1434.5875,152156.76,219.84,0.626666667
Arecanut,Whole Year ,Andhra Pradesh,438.0,195,1297.0,72756.18,105.12,0.443333333
Arhar/Tur,Rabi       ,Andhra Pradesh,8123.0,4101,1297.0,1349311.53,1949.52,0.483333333
Bajra,Kharif     ,Andhra Pradesh,51338.0,84908,1297.0,8527755.18,12321.12,1.229444444
Bajra,Rabi       ,Andhra Pradesh,15988.0,17254,1297.0,2655766.68,3837.12,1.454545455
Coriander,Whole Year ,Andhra Pradesh,20313.0,13749,1297.0,3374192.43,4875.12,0.671428571
Dry chillies,Rabi       ,Andhra Pradesh,43460.0,147120,1297.0,7219140.6,10430.4,3.1715
Garlic,Whole Year ,Andhra Pradesh,464.0,978,1297.0,77075.04,111.36,1.968
Horse-gram,Kharif     ,Andhra Pradesh,6234.0,2985,1297.0,1035529.74,1496.16,0.4775
Horse-gram,Rabi       ,Andhra Pradesh,31431.0,13673,1297.0,5221003.41,7543.44,0.44047619
Linseed,Rabi       ,Andhra Pradesh,1129.0,258,1297.0,187538.19,270.96,0.15
Niger seed,Kharif     ,Andhra Pradesh,10007.0,3823,1297.0,1662262.77,2401.68,0.335
Other  Rabi pulses,Rabi       ,Andhra Pradesh,5791.0,5023,1297.0,961943.01,1389.84,0.64
Other Kharif pulses,Kharif     ,Andhra Pradesh,2581.0,1194,1297.0,428729.91,619.44,0.82
Ragi,Kharif     ,Andhra Pradesh,37078.0,42556,1297.0,6159026.58,8898.72,1.183333333
Ragi,Rabi       ,Andhra Pradesh,5244.0,7725,1297.0,871080.84,1258.56,1.465833333
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,6922.0,16777,1297.0,1149813.42,1661.28,2.31
Safflower,Rabi       ,Andhra Pradesh,13090.0,8897,1297.0,2174379.9,3141.6,0.705
Sesamum,Rabi       ,Andhra Pradesh,43175.0,12271,1297.0,7171799.25,10362.0,0.290526316
Small millets,Kharif     ,Andhra Pradesh,28040.0,26648,1297.0,4657724.4,6729.6,0.909090909
Small millets,Rabi       ,Andhra Pradesh,1263.0,1262,1297.0,209796.93,303.12,0.973333333
Tapioca,Whole Year ,Andhra Pradesh,12859.0,84686,1297.0,2136008.49,3086.16,6.1075
Wheat,Rabi       ,Andhra Pradesh,10085.0,13143,1297.0,1675219.35,2420.4,1.311818182
Bajra,Rabi       ,Karnataka,160.0,136,1317.7,26577.6,38.4,0.84
Bajra,Summer     ,Karnataka,1090.0,955,1317.7,181059.9,261.6,0.9
Black pepper,Whole Year ,Karnataka,21061.0,12717,1317.7,3498442.71,5054.64,0.580769231
Cardamom,Whole Year ,Karnataka,19081.0,1550,1317.7,3169544.91,4579.44,0.068888889
Castor seed,Kharif     ,Karnataka,19100.0,15991,1317.7,3172701.0,4584.0,0.865652174
Coriander,Whole Year ,Karnataka,4348.0,1622,1317.7,722246.28,1043.52,0.368
Cowpea(Lobia),Rabi       ,Karnataka,27130.0,7166,1317.7,4506564.3,6511.2,0.264285714
Dry chillies,Rabi       ,Karnataka,6608.0,17951,1317.7,1097654.88,1585.92,2.711785714
Dry chillies,Summer     ,Karnataka,7482.0,22761,1317.7,1242835.02,1795.68,3.1132
Garlic,Whole Year ,Karnataka,4234.0,5467,1317.7,703309.74,1016.16,1.322857143
Ginger,Whole Year ,Karnataka,46469.0,168165,1317.7,7718965.59,11152.56,3.717894737
Jowar,Summer     ,Karnataka,5446.0,11403,1317.7,904635.06,1307.04,2.315555556
Linseed,Rabi       ,Karnataka,11358.0,3809,1317.7,1886677.38,2725.92,0.335384615
Maize,Summer     ,Karnataka,30734.0,104275,1317.7,5105224.74,7376.16,3.294137931
Mesta,Whole Year ,Karnataka,1907.0,2405,1317.7,316771.77,457.68,1.21
Moong(Green Gram),Rabi       ,Karnataka,10263.0,2702,1317.7,1704786.93,2463.12,0.262
Niger seed,Kharif     ,Karnataka,23385.0,7041,1317.7,3884482.35,5612.4,0.300769231
Other  Rabi pulses,Rabi       ,Karnataka,12965.0,4146,1317.7,2153616.15,3111.6,0.363888889
Ragi,Rabi       ,Karnataka,45898.0,71598,1317.7,7624116.78,11015.52,1.767142857
Ragi,Summer     ,Karnataka,8675.0,16983,1317.7,1441004.25,2082.0,1.889285714
Rapeseed &Mustard,Rabi       ,Karnataka,3838.0,1284,1317.7,637530.18,921.12,0.323888889
Rice,Rabi       ,Karnataka,49700.0,117501,1317.7,8255667.0,11928.0,2.668333333
Sannhamp,Whole Year ,Karnataka,341.0,85,1317.7,56643.51,81.84,0.245
Small millets,Kharif     ,Karnataka,24095.0,12082,1317.7,4002420.45,5782.8,0.552857143
Sunflower,Summer     ,Karnataka,22120.0,22405,1317.7,3674353.2,5308.8,1.032173913
Turmeric,Whole Year ,Karnataka,14162.0,70158,1317.7,2352449.82,3398.88,4.3825
Urad,Rabi       ,Karnataka,8727.0,4079,1317.7,1449641.97,2094.48,0.464166667
Arecanut,Kharif     ,Puducherry,60.0,77,1434.5875,10051.2,19.8,1.28
Bajra,Kharif     ,Puducherry,11.0,29,1434.5875,1842.72,3.63,2.64
Bajra,Summer     ,Puducherry,20.0,51,1434.5875,3350.4,6.6,2.55
Black pepper,Kharif     ,Puducherry,11.0,5,1434.5875,1842.72,3.63,0.45
Cashewnut,Kharif     ,Puducherry,159.0,50,1434.5875,26635.68,52.47,0.466666667
Cotton(lint),Summer     ,Puducherry,8.0,8,1434.5875,1340.16,2.64,1.0
Dry chillies,Kharif     ,Puducherry,1.0,2,1434.5875,167.52,0.33,2.0
Dry chillies,Summer     ,Puducherry,1.0,2,1434.5875,167.52,0.33,2.0
Groundnut,Kharif     ,Puducherry,16.0,30,1434.5875,2680.32,5.28,1.88
Groundnut,Rabi       ,Puducherry,282.0,389,1434.5875,47240.64,93.06,1.195
Groundnut,Summer     ,Puducherry,21.0,38,1434.5875,3517.92,6.93,1.47
Jowar,Summer     ,Puducherry,1.0,2,1434.5875,167.52,0.33,2.0
Moong(Green Gram),Kharif     ,Puducherry,1.0,1,1434.5875,167.52,0.33,1.0
Moong(Green Gram),Rabi       ,Puducherry,3.0,1,1434.5875,502.56,0.99,0.25
Moong(Green Gram),Summer     ,Puducherry,1310.0,481,1434.5875,219451.2,432.3,0.495
Other  Rabi pulses,Rabi       ,Puducherry,20.0,20,1434.5875,3350.4,6.6,1.0
Other Kharif pulses,Kharif     ,Puducherry,1.0,1,1434.5875,167.52,0.33,1.0
Other Kharif pulses,Rabi       ,Puducherry,20.0,20,1434.5875,3350.4,6.6,1.0
Ragi,Kharif     ,Puducherry,12.0,33,1434.5875,2010.24,3.96,2.75
Ragi,Summer     ,Puducherry,10.0,25,1434.5875,1675.2,3.3,2.5
Rice,Kharif     ,Puducherry,4237.0,12794,1434.5875,709782.24,1398.21,3.046666667
Rice,Rabi       ,Puducherry,10324.0,23489,1434.5875,1729476.48,3406.92,2.856666667
Rice,Summer     ,Puducherry,2015.0,5831,1434.5875,337552.8,664.95,2.49
Sesamum,Kharif     ,Puducherry,3.0,2,1434.5875,502.56,0.99,0.67
Sesamum,Rabi       ,Puducherry,6.0,4,1434.5875,1005.12,1.98,0.67
Sesamum,Summer     ,Puducherry,113.0,92,1434.5875,18929.76,37.29,0.58
Turmeric,Kharif     ,Puducherry,2.0,3,1434.5875,335.04,0.66,1.5
Turmeric,Rabi       ,Puducherry,4.0,6,1434.5875,670.08,1.32,1.5
Urad,Kharif     ,Puducherry,15.0,12,1434.5875,2512.8,4.95,0.8
Urad,Rabi       ,Puducherry,224.0,242,1434.5875,37524.48,73.92,0.83
Urad,Summer     ,Puducherry,832.0,317,1434.5875,139376.64,274.56,0.563333333
Arecanut,Whole Year ,Andhra Pradesh,562.0,275,861.9,94146.24,185.46,0.296666667
Arhar/Tur,Rabi       ,Andhra Pradesh,2841.0,1409,861.9,475924.32,937.53,0.455294118
Bajra,Kharif     ,Andhra Pradesh,32415.0,47506,861.9,5430160.8,10696.95,1.221764706
Bajra,Rabi       ,Andhra Pradesh,10748.0,11138,861.9,1800504.96,3546.84,1.235
Coriander,Whole Year ,Andhra Pradesh,12821.0,7427,861.9,2147773.92,4230.93,0.6025
Cowpea(Lobia),Kharif     ,Andhra Pradesh,4718.0,1119,861.9,790359.36,1556.94,0.225
Cowpea(Lobia),Rabi       ,Andhra Pradesh,15567.0,12408,861.9,2607783.84,5137.11,0.801764706
Garlic,Whole Year ,Andhra Pradesh,429.0,930,861.9,71866.08,141.57,2.136
Horse-gram,Kharif     ,Andhra Pradesh,5878.0,2699,861.9,984682.56,1939.74,0.375
Horse-gram,Rabi       ,Andhra Pradesh,24983.0,10520,861.9,4185152.16,8244.39,0.345
Linseed,Rabi       ,Andhra Pradesh,744.0,158,861.9,124634.88,245.52,0.2
Mesta,Kharif     ,Andhra Pradesh,25760.0,199619,861.9,4315315.2,8500.8,5.77625
Niger seed,Kharif     ,Andhra Pradesh,6880.0,2558,861.9,1152537.6,2270.4,0.28
Other  Rabi pulses,Rabi       ,Andhra Pradesh,5856.0,4569,861.9,980997.12,1932.48,0.625
Other Kharif pulses,Kharif     ,Andhra Pradesh,3459.0,1459,861.9,579451.68,1141.47,0.487142857
Ragi,Kharif     ,Andhra Pradesh,37057.0,31267,861.9,6207788.64,12228.81,0.993846154
Ragi,Rabi       ,Andhra Pradesh,5379.0,9505,861.9,901090.08,1775.07,1.690909091
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,6617.0,16183,861.9,1108479.84,2183.61,2.444285714
Safflower,Rabi       ,Andhra Pradesh,10080.0,7508,861.9,1688601.6,3326.4,0.73125
Sesamum,Kharif     ,Andhra Pradesh,33178.0,7939,861.9,5557978.56,10948.74,0.270526316
Small millets,Kharif     ,Andhra Pradesh,27150.0,17001,861.9,4548168.0,8959.5,0.723636364
Small millets,Rabi       ,Andhra Pradesh,1841.0,1519,861.9,308404.32,607.53,0.745
Wheat,Rabi       ,Andhra Pradesh,8255.0,10914,861.9,1382877.6,2724.15,1.306666667
other oilseeds,Rabi       ,Andhra Pradesh,6967.0,4422,861.9,1167111.84,2299.11,5.8575
Bajra,Rabi       ,Karnataka,1350.0,1225,1178.986364,226152.0,445.5,0.98
Bajra,Summer     ,Karnataka,3193.0,3328,1178.986364,534891.36,1053.69,1.013333333
Black pepper,Whole Year ,Karnataka,21701.0,6148,1178.986364,3635351.52,7161.33,0.296923077
Cardamom,Whole Year ,Karnataka,19363.0,1583,1178.986364,3243689.76,6389.79,0.093333333
Castor seed,Kharif     ,Karnataka,16282.0,13651,1178.986364,2727560.64,5373.06,0.857916667
Coriander,Whole Year ,Karnataka,3042.0,1236,1178.986364,509595.84,1003.86,0.406
Cowpea(Lobia),Rabi       ,Karnataka,20294.0,7158,1178.986364,3399650.88,6697.02,0.353571429
Dry chillies,Rabi       ,Karnataka,6537.0,15414,1178.986364,1095078.24,2157.21,2.375714286
Dry chillies,Summer     ,Karnataka,5662.0,19828,1178.986364,948498.24,1868.46,3.4856
Garlic,Whole Year ,Karnataka,5100.0,6365,1178.986364,854352.0,1683.0,1.326666667
Ginger,Whole Year ,Karnataka,29388.0,93513,1178.986364,4923077.76,9698.04,3.161666667
Jowar,Summer     ,Karnataka,10517.0,19242,1178.986364,1761807.84,3470.61,1.832307692
Linseed,Rabi       ,Karnataka,8522.0,2085,1178.986364,1427605.44,2812.26,0.29
